1595283998,16.20
1595284058,16.30
1595284118,16.30
1595284178,16.30
1595284238,16.30
1595284418,16.20
1595284478,16.20
1595284538,16.10
1595284658,16.10
1595284778,16.10
1595284838,16.10
1595284898,16.10
1595284958,16.00
1595285018,14.90
1595285078,16.10
1595285138,16.00
1595285198,16.00
1595285258,16.10
1595285318,16.00
1595285378,16.00
1595285438,15.90
1595285498,15.90
1595285558,16.00
1595285618,15.90
1595285678,15.90
1595285738,16.00
1595285798,15.90
1595285858,15.90
1595285918,15.80
1595285978,15.90
1595286038,15.90
1595286098,15.90
1595286158,15.80
1595286218,15.80
1595286278,15.80
1595286338,15.80
1595286398,15.90
1595286458,15.90
1595286518,15.90
1595286578,15.80
1595286638,15.80
1595286698,15.80
1595286758,15.70
1595286818,15.70
1595286878,15.80
1595286938,16.50
1595286998,15.80
1595287058,15.90
1595287118,15.80
1595287178,15.80
1595287238,15.80
1595287298,15.80
1595287358,15.50
6,16.20
1595314232,29.70
1595314292,29.00
1595314352,29.40
1595314412,29.40
1595314472,30.30
1595314532,31.10
1595314592,31.60
1595314652,32.00
1595314712,32.10
1595314772,32.10
1595314832,31.40
1595314892,31.90
1595314952,32.50
1595315012,32.70
1595315072,33.30
1595315132,32.70
1595315192,31.80
1595315252,31.50
1595315312,31.40
1595315372,31.90
1595315432,32.60
1595315492,32.10
1595315552,32.10
1595315612,32.90
1595315672,33.20
1595315732,33.10
1595315792,33.20
1595315852,33.80
1595315912,33.20
1595315972,32.80
1595316032,32.70
1595316092,33.50
1595316152,33.50
1595316212,34.00
1595316272,33.00
1595316332,33.20
1595316392,33.50
1595316452,34.40
1595316512,33.20
1595316572,32.50
1595316632,30.80
1595316692,30.10
1595316752,30.20
1595316812,30.30
1595316872,31.00
1595316932,31.60
1595316992,32.50
1595317052,33.60
1595317112,34.20
1595317172,34.20
1595317232,33.70
1595317292,34.10
1595317352,34.80
1595317412,35.30
1595317472,35.60
1595317532,35.60
1595317592,34.40
1595317652,34.60
1595317712,35.00
1595317772,35.50
1595317832,35.50
1595317892,35.10
1595317952,33.90
1595318012,33.90
1595318072,34.90
1595318132,34.60
1595318192,35.00
1595318252,34.90
1595318312,35.40
1595318372,33.60
1595318432,34.60
1595318492,32.90
1595318552,33.70
1595318612,35.00
1595318672,35.90
1595318732,35.90
1595318792,35.40
1595318852,35.00
1595318912,34.60
1595318972,35.20
1595319032,35.80
1595319092,36.90
1595319152,35.60
1595319212,34.90
1595319272,35.00
1595319332,35.50
1595319392,36.60
1595319452,36.30
1595319512,37.40
1595319572,38.90
1595319632,38.20
1595319692,38.00
1595319752,37.30
1595319812,38.40
1595319872,38.00
1595319932,36.90
1595319992,36.50
1595320052,35.70
1595320112,34.80
1595320172,34.90
1595320232,35.90
1595320292,35.90
1595320352,36.50
1595320412,37.70
1595320472,38.70
1595320532,37.80
1595320592,38.00
1595320652,38.00
1595320712,36.60
1595320772,34.90
1595320832,31.50
1595320892,31.40
1595320952,32.60
1595321012,33.40
1595321072,33.30
1595321132,34.40
1595321192,35.60
1595321252,35.10
1595321312,36.40
1595321372,37.00
1595321432,37.70
1595321492,38.10
1595321552,38.90
1595321612,39.60
1595321672,37.70
1595321732,35.10
1595321792,34.10
1595321852,34.00
1595321912,32.10
1595321972,32.90
1595322032,34.40
1595322092,35.40
1595322152,35.60
1595322212,35.10
1595322272,35.30
1595322332,35.10
1595322392,36.10
1595322452,36.20
1595322512,37.20
1595322572,33.80
1595322632,31.10
1595322692,32.80
1595322752,35.10
1595322812,36.20
1595322872,34.00
1595322932,30.80
1595322992,29.30
1595323052,30.70
1595323112,31.00
1595323172,32.30
1595323232,33.40
1595323292,32.40
1595323352,32.10
1595323412,34.10
1595323472,34.90
1595323532,36.20
1595323592,36.00
1595323652,35.10
1595323712,34.70
1595323772,34.80
1595323832,35.40
1595323892,36.80
1595323952,38.10
