1587638045,37095
1587638345,35919
1587638645,34844
1587638945,33941
1587639246,34786
1587639546,34931
1587639846,35796
1587640146,38210
1587640446,39138
1587640747,40382
1587641047,40657
1587641347,41015
1587641647,41792
1587641947,42212
1587642247,39138
1587642548,37797
1587642848,36673
1587643148,36866
1587643448,37560
1587643748,37627
1587644049,38350
1587644349,38812
1587644649,39285
1587644949,38884
1587645249,38920
1587645550,38350
1587645850,37526
1587646150,38992
1587646450,40855
1587646750,40657
1587647051,40578
1587647504,40617
1587647804,39285
1587648104,37459
1587648404,36418
1587648704,35284
1587649005,35463
1587649305,37865
1587649605,39656
1587649905,40266
1587650205,40266
1587650506,40227
1587650806,39544
1587651106,38812
1587651406,38141
1587651706,36931
1587652006,36673
1587652307,34757
1587652607,33941
1587652907,34642
1587653207,33996
1587653507,33241
1587653808,32343
1587654108,31949
1587654408,33188
1587654708,31973
1587655008,31142
1587655309,30134
1587655609,29069
1587655909,27963
1587656209,26870
1587656509,25716
1587656809,24847
1587657110,24021
1587657410,23342
1587657710,22635
1587658010,22063
1587658310,21563
1587658611,21235
1587658911,21765
1587659211,22908
1587659511,24614
1587659811,26019
1587660112,27236
1587660412,27982
1587660712,28303
1587661012,28573
1587661312,28888
1587661612,28457
1587661913,29008
1587662213,29210
1587662513,29457
1587662813,29251
1587663113,29395
1587663414,29415
1587663714,30048
1587664014,30048
1587664314,29962
1587664614,30375
1587664915,30287
1587665215,30529
1587665515,30507
1587665815,30005
1587666115,29813
1587666415,29792
1587666716,29686
1587667016,29941
1587667316,30353
1587667616,30686
1587667916,30958
1587668369,30619
1587668669,30529
1587668969,30663
1587669269,30265
1587669570,29898
1587669870,29728
1587670170,29231
1587670470,28928
1587670770,28341
1587671071,28246
1587671371,28113
1587671671,27613
1587671971,27631
1587672271,28132
1587672571,26818
1587672872,25971
1587673172,25175
1587673472,25085
1587673772,25206
1587674072,25040
1587674373,25312
1587674673,26346
1587674973,27686
1587675273,28651
1587675573,28809
1587675874,29129
1587676174,30641
1587676474,30753
1587676774,30419
1587677074,29313
1587677374,27796
1587677675,26699
1587677975,25859
1587678275,24599
1587678575,24965
1587678875,24484
1587679176,24201
1587679476,24076
1587679776,23925
1587680076,23446
1587680376,22958
1587680677,22635
1587680977,22274
1587681277,22833
1587681577,22441
1587681877,22709
1587682177,23187
1587682478,23682
1587682778,23980
1587683078,24356
1587683378,24818
1587683678,24803
1587683979,25669
1587684279,25875
1587684579,25512
1587684879,25251
1587685179,25343
1587685480,25497
1587685780,25779
1587686080,25811
1587686380,25875
1587686680,25669
1587686980,25939
1587687281,25939
1587687581,25875
1587687881,26052
1587688181,26182
1587688481,26379
1587688782,26956
1587689234,25955
1587689534,26479
1587689834,26682
1587690134,26991
1587690435,27290
1587690735,27343
1587691035,27815
1587691335,28284
1587691635,28651
1587691936,28573
1587692236,28769
1587692536,28593
1587692836,28730
1587693136,28769
1587693436,28968
1587693737,29089
1587694037,29272
1587694337,29728
1587694637,29813
1587694937,29941
1587695238,30375
1587695538,30708
1587695838,30799
1587696138,30867
1587696438,30981
1587696739,31142
1587697039,31096
1587697339,30935
1587697639,31004
1587697939,31073
1587698240,31398
1587698540,31422
1587698840,31188
1587699140,31258
1587699440,31328
1587699740,31351
1587700041,31516
1587700341,31659
1587700641,31925
1587700941,32494
1587701241,32722
1587701542,33058
1587701842,33215
1587702142,33320
1587702442,33534
1587702742,33695
1587703043,33641
1587703343,34162
1587703643,34023
1587703943,34218
1587704243,34218
1587704543,34358
1587704844,34443
1587705144,34585
1587705444,34613
1587705744,34815
1587706044,34786
1587706345,34671
1587706645,34415
1587706945,34023
1587707245,34107
1587707545,34218
1587707846,34162
1587708146,34134
1587708446,33859
1587708746,33941
1587709046,33453
1587709346,33641
1587709647,33913
1587710100,30686
1587710400,29877
1587710700,28968
1587711000,28418
1587711301,27852
1587711601,27061
1587711901,26446
1587712201,25827
1587712501,25512
1587712802,24965
1587713102,24498
1587713402,24049
1587713702,23578
1587714002,23368
1587714303,23857
1587714603,25175
1587714903,28189
1587715203,29877
1587715503,31050
1587715803,30287
1587716104,29395
1587716404,29498
1587716704,30619
1587717004,32022
1587717304,32646
1587717605,33267
1587717905,33668
1587718205,33668
1587718505,34642
1587718805,34528
1587719106,34728
1587719406,35077
1587719706,35224
1587720006,35796
1587720306,36418
1587720606,38315
1587720907,38491
1587721207,38491
1587721507,38280
1587721807,38280
1587722107,38072
1587722408,37695
1587722708,37259
1587723008,37062
1587723308,36418
1587723608,35980
1587723909,35523
1587724209,34989
1587724509,34528
1587724809,34443
1587725109,34500
1587725409,33886
1587725710,33267
1587726010,33400
1587726310,33722
1587726610,34671
1587726910,35136
1587727211,36042
1587727511,36705
1587727811,37095
1587728111,37526
1587728411,38245
1587728712,39396
1587729012,39769
1587729312,40499
1587729612,40657
1587729912,41216
1587730212,42128
1587730513,42555
1587730965,43800
1587731265,42298
